site_id,site_name,latitude,longitude,altitude,city,station_name_chinese
2680A,Shapotou Fire Station,37.4514,105.0197,1249,Nakai,沙坡头消防站
2681A,Guanqiao Station,37.0172,105.18,1700,Nakai,官桥站
2682A,Environmental protection bureau station,37.5002,105.1971,1225,Nakai,环保局站
2683A,Horse park,36.1417,106.2319,1598,Guyuan ,马园
2684A,Monitoring station,36.0022,106.2792,1750,Guyuan ,监测站
2685A,New district,36.0211,106.2375,1780,Guyuan ,新区
2686A,Municipal Environmental Protection Bureau,42.9409,89.191,31,Turpan District ,市环保局
2687A,Regional environmental protection bureau,42.9559,89.1673,49,Turpan District ,地区环保局
2688A,Area monitoring station,42.8172,93.5128,757,Hami District ,地区监测站
2689A,Hami Normal School,42.8328,93.4961,760,Hami District ,哈密师范学校
2690A,Tianshan Tianchi,44.1564,87.9897,553,Changji ,天山天池
2691A,State monitoring station,44.0114,87.2997,580,Changji ,州监测站
2692A,New district government affairs center,44.0297,87.2717,570,Changji ,新区政务中心
2693A,West suburb of Bole,44.9079,82.0485,528,Bozhou ,博乐市西郊区
2694A,Municipal Environmental Protection Bureau,44.8969,82.0806,503,Bozhou ,市环保局
2695A,Television station,41.1636,80.2828,1111,Aksu Prefecture ,电视台
2696A,Art center,41.1933,80.2956,1124,Aksu Prefecture ,艺术中心
2697A,Municipal people's government,39.7153,76.1861,1292,Kezhou ,市人民政府
2698A,Patrol group,39.5371,75.9828,1361,Kashgar Prefecture ,巡警大队
2699A,What we do,39.4699,75.9771,1297,Kashgar Prefecture ,吾办
2700A, environmental monitoring station,39.4365,75.9435,1292,Kashgar Prefecture ,市环境监测站
2701A,Regional station,37.1152,79.9485,1364,Hotan Prefecture ,地区站
2702A,Gujiang Bagh township yard,37.1013,79.9117,1389,Hotan Prefecture ,古江巴格乡院内
2703A,Municipal Environmental Protection Bureau,43.9404,81.2815,640,Ili Kazak ,市环保局
2704A,New government area,43.895,81.2867,603,Ili Kazak ,新政府片区
2705A,Second water works,43.941,81.3364,664,Ili Kazak ,第二水厂
2706A,Small garden outside the east gate,46.7432,82.9994,553,Tacheng area ,东门外小游园
2707A,Xiaodong Gou,47.9047,88.1214,981, of Altai Prefecture,小东沟
2708A,Municipal station,47.8515,88.1267,991, of Altai Prefecture,市站
2709A,Ai Qing Poetry Hall,44.2967,86.0497,490,Shihezi ,艾青诗歌馆
2710A,Sunshine school,44.3075,86.0697,483,Shihezi ,阳光学校
2711A,Agricultural water building,44.1756,87.5475,471,Wujiaqu ,农水大厦
2835A,Forty primary and secondary schools,26.567,101.7227,1244,Panzhihua ,四十中小
2842A,Huli Middle school,24.5058,118.0936,48,Xiamen ,湖里中学
2845A,Tak Shing court,36.1912,113.1569,967,Changzhi ,德盛苑
2846A,Sports West,23.1323,113.3208,15,Guangzhou ,体育西
2858A,Once the river west road,39.2474,117.7918,3,Tianjin,河西一经路
2859A,Jinju Road,38.9846,117.3747,3,Tianjin,津沽路
2860A,Waterfront West Road,39.0845,117.1589,5,Tianjin,宾水西道
2862A,22 Central South Campus,38.03777778,114.5480556,75,Shijiazhuang ,22中南校区
2865A,Yuci No. 3 Middle School,37.68277778,112.7194444,793,Jinzhong ,榆次三中
2866A,Capital of the Bund,35.04388889,111.0522222,367,Yuncheng ,外滩首府
2867A,Ma Maozhuang Primary School,37.51,111.1283333,993,Lvliang ,马茂庄小学
2868A,Nine stations,43.95305556,126.4738889,186,Jilin ,九站
2869A,Wutaishan Hospital,32.41361,119.458,8,Yangzhou ,五台山医院
2870A, Center for Disease Control,32.18888889,119.4369444,23,Zhenjiang ,市疾控中心
2871A,Wanli International School,29.90167,121.6147,5,Ningbo ,万里国际学校
2872A,Nanhu District Disabled Persons' Federation,30.7525,120.7844444,6,Jiaxing ,南湖区残联
2873A,Renhuangshan New District,30.89556,120.0875,3,Huzhou ,仁皇山新区
2874A,Yiyi Dairy Industrial Park,32.64600333,117.0411667,30,Huainan ,益益乳业工业园
2875A,Fuyang Vocational and Technical College,32.88922222,115.7838889,30,Fuyang ,阜阳职业技术学院
2876A,Preschool teacher,36.7339,119.0841,25,Weifang ,幼特教师范
2877A,Fangzi Post,36.6525,119.1638,48,Weifang ,坊子邮政
2878A,Talk about Big East Campus,36.4343,116.0072,34,Liaocheng ,聊大东校
2880A,Dashi West Road,30.65638889,104.0238889,500,Chengdu ,大石西路
2881A,Carey College,26.53111111,107.8908333,679,Qiandongnan ,凯里学院
2882A,Yuxi No. 1 Middle School,24.3702,102.5389,1630,Yuxi ,玉溪一中
2883A,Cultural and sports center,24.339,102.5381,1643,Yuxi ,文体中心
2884A,Jiusteel Hotel,39.79777778,98.26722222,1675,Jiayuguan ,酒钢宾馆
2885A,Riverside secondary,33.38256667,104.9338889,1002,Longnan ,滨江中学
2897A,Shenliao West Road,41.7347,123.2444,33,Shenyang ,沈辽西路
2900A,Yu Nong road,41.9086,123.5953,130,Shenyang ,裕农路
2902A,Beichen primary,30.4865,106.6351,278,Guang 'an ,北辰小学
2907A,Wuxing District Station,30.8596,120.1844,3,Huzhou ,吴兴区站
2914A,Su Shanping,31.87888889,106.7513889,403,Bazhong ,苏山坪
2915A,Vocational middle school,31.85805556,106.7619444,352,Bazhong ,职业中学
2916A,Bureau of Veteran Cadres (closed 190815),30.66,117.49,9,Chizhou ,老干部局(停运190815)
2919A,Hebei University of Technology,39.5453,116.7022,16,Langfang ,河北工业大学
2920A,Lantian Town,24.506,117.7116,6,Zhangzhou ,蓝田镇
2921A,Tree King Station,30.0033,120.7789,10,Shaoxing ,树下王站
2922A,Dali Road,39.1067,117.1941,8,Tianjin,大理道
2923A,Water Supply and Drainage Company (shutdown 200102),40.1114,113.2803,1066,Datong ,供排水公司(停运200102)
2924A,Shuixiang Road,38.44139,106.2275,1115,Yinchuan ,水乡路
2925A,Shanghai East Road,38.4841,106.2739,1107,Yinchuan ,上海东路
2926A,Wenchang North Street,38.49494,106.1024,1118,Yinchuan ,文昌北街
2929A,Hongwei road,30.4519,114.8858,36,Huanggang ,红卫路
2994A,Armed Police detachment,29.1128,119.6533,51,Jinhua ,武警支队
2996A,Municipal power supply Bureau,33.965,118.283,26,Suqian ,市供电局
2997A,Wang Ying,32.3292,119.8767,6,Taizhou ,王营
2998A,Hu ditch management office,34.7519,119.3608,12,Lianyungang ,胡沟管理处
2999A,Mine design institute,34.5911,119.1478,4,Lianyungang ,矿山设计院
3000A,Deyuan Pharmaceutical (straight pipe station),34.6972,119.3581,4,Lianyungang ,德源药业(直管站)
3002A,Administrative center,31.8108,119.9736,6,Changzhou ,行政中心
3003A,Economic development zone,31.7694,120.0469,5,Changzhou ,经开区
3004A,Baolong Plaza,33.3681,120.1631,3,Yancheng ,宝龙广场
3005A,Gulou district administration,34.29,117.1814,35,Xuzhou ,鼓楼区政府
3006A,Copper Mountain District Admissions Office,34.1781,117.1694,37,Xuzhou ,铜山区招生办
3008A,Hu ditch management office,34.7519,119.3608,12,Lianyungang ,胡沟管理处
3009A,Mine design institute,34.5911,119.1478,4,Lianyungang ,矿山设计院
3010A,belfry,31.7897,119.8914,6,Changzhou ,钟楼
3012A,Western mountain language,31.03389,112.1908,138,Jingmen ,西山林语
3014A,berm,29.53675,106.4959,328,Chongqing ,歇台子
3015A,Longjing Bay,29.57278,106.4042,498,Chongqing ,龙井湾
3016A,Lung Chau Bay,29.41569,106.5506,412,Chongqing ,龙洲湾
3018A,Tang Yao Hotel,36.10139,111.505,426,Linfen ,唐尧大酒店
3020A,Zhongshan North Road,39.16969,117.2099,8,Tianjin,中山北路
3021A,Pu Shui river management office,35.76806,115.0061,56,Puyang ,濮水河管理处
3022A,Triumph Road Elementary School,34.6686,112.4433,149,Luoyang ,凯旋路小学
3025A,Technician college,23.63444,113.0472,14,Qingyuan ,技师学院
3026A,Municipal government,23.65889,116.6183,20,Chaozhou ,市政府
3027A,Green bars Forest Road,29.33972,104.7228,335,Zigong ,青杠林路
3028A,Sandalwood Gymnasium,29.36028,104.7778,316,Zigong ,檀木林体育馆
3033A,Training base,43.4569,87.4651,1685,Urumqi ,培训基地
3034A,Guangming Street primary,41.0385,113.1076,1403,Ulanqab ,光明街小学
3035A,North Binhe,46.0707,122.0931,268,Xingan League ,北滨河
3036A,Administrative committee of development zone,37.43445,118.696,2,Dongying ,开发区管委会
3038A,State library,23.3682,103.3758,1296,Red River ,州图书馆
3039A,No.1 primary school,34.7822,111.19,369,Sanmenxia ,第一小学
3045A,Shangzhou District Middle School,33.8471,109.9643,685,Shangluo ,商州区中学
3046A,Electromechanical school,28.6064,115.9083,37,Nanchang ,机电学校
3048A,Kowloon,26.0931,119.58,48,Fuzhou ,九龙
3051A,West fourth road,39.1495,117.3916,4,Tianjin,西四道
3054A,Municipal Party school,35.28385,113.5922,77,Xinxiang ,市委党校
3055A, north district government,36.6428,101.7775,2261,Xining ,城北区政府
3057A,Muping Procuratorate,37.4014,121.5992,15,Yantai ,牟平检察院
3058A,Galaxy Street,42.0352,119.2654,521,Chifeng ,银河街
3059A,Taixing company,36.2092,117.7181,201,Jinan ,泰兴公司
3061A,Guohua Electric Power East,49.1577,119.7512,615,Hulunbuir ,国华电力东
3064A,Laiwu Campaign Memorial Hall,36.2211,117.6983,214,Jinan ,莱芜战役纪念馆
3065A,State environmental protection agency,29.9972,101.9533,2947,Garzi ,州环保局
3066A,Jiuququan pure water plant,37.4372,116.2714,25,Dezhou ,九衢泉纯净水厂
3122A,Wujiaguan (comparison point),26.2611,105.9606,1374,Anshun ,伍家关(对照点)
3123A,Mount Phoenix,26.2431,105.9408,1373,Anshun ,凤凰山
3124A,Golden Bell Mountain,26.2564,105.9439,1447,Anshun ,金钟山
3125A,Loujiapo,26.2481,105.8983,1422,Anshun ,娄家坡
3128A,Nagqu Convention Center,31.4797,92.0506,4504,Nagqu District ,那曲会议中心
3129A,Ping An high-speed rail New area,36.5067,102.0306,2151,Haidong district ,平安高铁新区
3131A,Tobacco factory,40.7903,114.8792,732,Zhangjiakou ,烟厂
3132A,Mungni,39.938,119.5966,5,Qinhuangdao ,文明里
3133A,Shangqing Temple,29.565,106.5469,256,Chongqing ,上清寺
3134A,Municipal No. 1 Middle School,34.0339,113.8172,76,Xuchang ,市一中
3136A,Longquanyi District Government,30.5589,104.2725,523,Chengdu ,龙泉驿区区政府
3137A,Municipal Party school,30.0744,103.8578,415,Meishan ,市委党校
3138A,Yongan Wuling District,29.0289,111.7153,34,Changde ,武陵区永安
3139A,Dingcheng Yuxia,28.9881,111.6892,35,Changde ,鼎城区玉霞
3140A,Wuling District Changgeng,29.0531,111.6625,34,Changde ,武陵区长庚
3141A,Bureau for letters and Calls,36.0878,114.3922,69,Anyang ,信访局
3147A,Longting Park,34.8097,114.3442,76,Kaifeng ,龙亭公园
3148A,District Human Resources and Social Security Bureau,30.0561,103.8286,426,Meishan ,区人社局
3149A,Bijiashan North Road,30.1594,115.0158,39,Huangshi ,笔架山北路
3151A,Yichun College North Campus,27.8097,114.375,93,Yichun ,宜春学院北校区
3153A,182 National Avenue,30.4908,114.3877,14,Wuhan ,民族大道182号
3164A,Guangling Construction Bureau,32.3942,119.4686,7,Yangzhou ,广陵建设局
3165A,Yangadato,34.2969,108.6594,393,Xianyang ,两寺渡
3169A,Tai Chi Sports Center,35.2067,113.2725,94,Jiaozuo ,太极体育中心
3170A,Municipal Party school,38.5253,102.1864,1522,Jinchang ,市委党校
3171A,Liang Park Archives Bureau,34.445,115.6125,52,Shangqiu ,梁园区档案局
3173A,Municipal people's congress,30.5342,117.0594,16,Anqing ,市人大
3178A,Weifang seven middle School,36.7225,119.0586,25,Weifang ,潍坊七中
3179A,Guandu District Museum,25.0119,102.749,1899,Kunming ,官渡区博物馆
3180A,Bureau of Quality and Technical Supervision,27.8094,99.7136,3394,Diqing ,质量技术监督局
3182A,Liyang Garden,31.8542,106.7658,351,Bazhong ,丽阳花园
3183A,Holy Springs Water Company,31.8653,106.7417,374,Bazhong ,圣泉水务公司
3184A,Municipal Party school,45.7219,126.6203,149,Harbin ,市委党校
3185A,A large wheel,37.8964,112.5628,804,Taiyuan ,巨轮
3186A,Education harbour,36.1058,103.7583,1730,Lanzhou ,教育港
3187A,Ocean voyage Museum,33.666,116.951,27,Suzhou ,远航博物馆
3188A,Municipal urban management Bureau,37.739,115.6689,18,Hengshui ,市城管局
3190A,Foreign language school,29.6995,116.0257,57,Jiujiang ,外国语学校
3191A,Suyu District Government,33.9447,118.3225,20,Suqian ,宿豫区政府
3194A,Management committee,30.3122,112.2747,32,Jingzhou ,管委会
3195A,Municipal Sports Bureau,32.3972,119.3633,14,Yangzhou ,市体育局
3200A,Monitoring center,36.4978,115.9819,29,Liaocheng ,监控中心
3201A,Dongguan investment Market,37.9325,102.6486,1523,Wuwei ,东关招商场
3204A,Planning bureau,33.7297,113.3025,93,Pingdingshan ,规划局
3206A,Xingang Qinyuan village,27.807,114.9149,63,Xinyu ,新钢沁园村
3207A,Original office building of municipal government,32.3039,118.3117,19,Chuzhou ,市政府原办公楼
3207A,Original office building of municipal government,32.3039,118.3117,19,Chuzhou ,市政府原办公楼
3208A,Municipal government,38.4153,112.7283,795,Xinzhou ,市政府
3209A,Ningde No.1 Middle School,26.6564,119.5228,22,Ningde ,宁德一中
3210A,Bianjing Park,34.7964,114.3644,71,Kaifeng ,汴京公园
3216A,Zhangzhou Party School,24.5183,114.6622,588,Zhangzhou ,漳州党校
3237A,Exhibition hall,30.6619,117.4916,9,Chizhou ,展览馆
3238A,Ji Min Hospital (comparison point),31.3946,118.3954,13,Wuhu ,济民医院(对照点)
3239A,Yinying Pharmaceutical,42.9079,125.0829,253,Liaoyuan ,银鹰制药
3288A,Daquan Street,34.4369,117.4632,37,Xuzhou ,大泉街道
3422A,Jiangning Rainbow Bridge (added 200305),31.918,118.858,6,Nanjing,江宁彩虹桥(新增200305)
3423A,Lishui Yongyang (added 200421),31.6494,119.0138,26,Nanjing,溧水永阳(新增200421)
3424A,Gao Chun Lao Gongzhong (145),31.324,118.876,21,Nanjing,高淳老职中(145)
3427A,Liuhe Xiongzhou (145),32.34,118.843,8,Nanjing,六合雄州(145)
3486A,Botanical Gardens (145),43.152,124.415,194,Siping ,植物园(145)
3494A,Jiyang District Government (added 191219),36.984,117.179,22,Jinan ,济阳区政府(新增191219)
3495A,Kam Ping Secondary (added 200108),36.636,117.13,290,Jinan ,锦屏中学(新增200108)
3662A,Rich District Youth Activity Center,47.2075,123.6333,152,Qiqihar ,富区青少年活动中心
3663A,Hongqi community,50.4278,124.1175,393,Great Khinganling ,红旗社区
3668A,Seongnam,36.0414,111.5036,448,Linfen ,城南
3676A,The Second People's Hospital,40.0995,113.2802,1056,Datong ,第二人民医院
3677A,Mangshi People's government complex building,24.4335,98.589,933,Dehong Prefecture ,芒市人民政府综合楼
3678A, No. 7 Middle School,35.4053,116.5909,40,Jining ,市第七中学
3682A,Jinan Four Construction Projects,36.6819,116.9814,27,Jinan ,济南四建
3683A,Kunming district government,40.6576,109.8331,1068,Baotou ,昆区政府
3684A,New mine plaza,45.883,130.864,193,Qitaihe ,新建矿广场
3685A,Double Creation technology building,28.4315,117.897,108,Shangrao ,双创科技楼
3690A,Foreign language school,28.7031,115.9721,17,Nanchang ,外国语学校
3692A,Fire cylinder Kiln Road Squadron,39.6581,118.2045,22,Tangshan ,消防缸窑路中队
3693A,Lunan Television University,39.6202,118.1436,22,Tangshan ,路南电大
3698A,Hongqi primary,40.8179,111.5968,1065,Hohhot ,红旗小学
3699A,East China Sea Office,40.8389,111.652,1064,Hohhot ,海东办
3700A,Health center (comparison point),29.9697,103.0456,1044,Ya 'an ,康养中心(对照点)
3701A,North Anhui coal power Group,33.6252,116.9648,29,Suzhou ,皖北煤电集团
3703A,Angang staff school,36.095,114.2917,83,Anyang ,安钢职工学校
3706A,Activity center for veteran cadres,43.6333,122.2584,178,Tongliao ,老干部活动中心
3707A,"Europe, America and Japan auto repair factory",45.3011,131.0147,180,Jixi ,欧美日汽修厂
3708A,Oriental Pearl community,43.6189,122.2922,178,Tongliao ,东方明珠社区
3709A,Office of Municipal Facilities Management,45.3044,130.99,181,Jixi ,市政设施管理处
3710A,White Sands Activity Center,29.8975,121.5594,10,Ningbo ,白沙活动中心
3713A,Century ,43.1726,124.3285,166,Siping ,世纪城
3715A,"Tianjiabing Middle School, Bengbu",32.9314,117.3092,26,Bengbu ,蚌埠田家炳中学
